Combination,# Total used,# Children used,# Adults used,# Total found,# Children found,# Adults found,Total used (%),Children used (%),Adults used (%),Difference,Ratio Children:Adults used(%),Fisher's Exact Test,p-Value,Success
lava + day,1,1,0,7,5,2,14,20,0,20,100:0,inf,1.0,False
rainbow + obsidian,1,1,0,4,1,3,25,100,0,100,100:0,inf,0.25,False
rain + rainbow,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
rainbow + lava,1,0,1,6,2,4,17,0,25,25,0:100,0.0,1.0,False
volcano + day,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
volcano + sun,1,0,1,7,4,3,14,0,33,33,0:100,0.0,0.43,False
cloud + volcano,1,1,0,31,23,8,3,4,0,4,100:0,inf,1.0,False
tobacco + sky,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,False
tobacco + algae,1,0,1,27,13,14,4,0,7,7,0:100,0.0,1.0,False
sun + algae,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
steam + sun,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
horizon + dust,1,1,0,14,8,6,7,12,0,12,100:0,inf,1.0,False
sun + mud,1,0,1,10,4,6,10,0,17,17,0:100,0.0,1.0,True
sun + cloud,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
horizon + rain,1,1,0,16,8,8,6,12,0,12,100:0,inf,1.0,False
sun + obsidian,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,False
gunpowder + fire,1,0,1,64,48,16,2,0,6,6,0:100,0.0,0.25,True
sun + explosion,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
explosion + air,1,0,1,33,24,9,3,0,11,11,0:100,0.0,0.27,False
brick + cloud,1,0,1,34,24,10,3,0,10,10,0:100,0.0,0.29,False
horizon + mud,1,1,0,16,8,8,6,12,0,12,100:0,inf,1.0,False
cloud + earthquake,1,0,1,24,14,10,4,0,10,10,0:100,0.0,0.42,False
wind + lava,1,0,1,68,39,29,1,0,3,3,0:100,0.0,0.43,False
fog + earth,1,1,0,20,14,6,5,7,0,7,100:0,inf,1.0,False
stone + water,1,0,1,63,39,24,2,0,4,4,0:100,0.0,0.38,False
rain + earthquake,1,0,1,69,39,30,1,0,3,3,0:100,0.0,0.43,False
air + storm,1,0,1,26,17,9,4,0,11,11,0:100,0.0,0.35,False
stone + storm,1,1,0,15,9,6,7,11,0,11,100:0,inf,1.0,False
ash + brick,1,0,1,16,11,5,6,0,20,20,0:100,0.0,0.31,False
storm + mud,1,1,0,22,13,9,5,8,0,8,100:0,inf,1.0,False
ash + earthquake,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
water + fog,1,1,0,20,14,6,5,7,0,7,100:0,inf,1.0,False
cloud + mountain,1,1,0,6,5,1,17,20,0,20,100:0,inf,1.0,False
earthquake + sky,1,1,0,17,10,7,6,10,0,10,100:0,inf,1.0,False
volcano + storm,1,0,1,9,6,3,11,0,33,33,0:100,0.0,0.33,False
energy + storm,1,0,1,26,17,9,4,0,11,11,0:100,0.0,0.35,False
air + sky,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,False
energy + sky,1,0,1,34,21,13,3,0,8,8,0:100,0.0,0.38,False
river + obsidian,1,1,0,9,8,1,11,12,0,12,100:0,inf,1.0,False
pressure + geyser,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,False
water + grass,1,0,1,38,21,17,3,0,6,6,0:100,0.0,0.45,True
water + dew,1,1,0,16,5,11,6,20,0,20,100:0,inf,0.31,False
fire + grass,1,0,1,38,21,17,3,0,6,6,0:100,0.0,0.45,False
fire + salt,1,0,1,30,20,10,3,0,10,10,0:100,0.0,0.33,False
air + explosion,1,0,1,33,24,9,3,0,11,11,0:100,0.0,0.27,False
air + grass,1,0,1,38,21,17,3,0,6,6,0:100,0.0,0.45,False
salt + air,1,1,0,30,20,10,3,5,0,5,100:0,inf,1.0,False
sand + wind,1,0,1,21,9,12,5,0,8,8,0:100,0.0,1.0,True
sand + sea,1,0,1,10,6,4,10,0,25,25,0:100,0.0,0.4,True
wall + cloud,1,1,0,12,8,4,8,12,0,12,100:0,inf,1.0,False
earth + garden,1,0,1,29,17,12,3,0,8,8,0:100,0.0,0.41,False
desert + dune,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
ocean + volcano,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,True
volcano + sea,1,0,1,29,20,9,3,0,11,11,0:100,0.0,0.31,True
ocean + isle,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
house + beach,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
cloud + wind,1,0,1,29,13,16,3,0,6,6,0:100,0.0,1.0,False
explosion + city,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
wind + earthquake,1,0,1,49,27,22,2,0,5,5,0:100,0.0,0.45,False
water + desert,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,True
oasis + water,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
oasis + oasis,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
plant + oasis,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
isle + isle,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,True
archipelago + archipelago,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
ocean + archipelago,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
earthquake + glasses,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
glass + earth,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
glass + air,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
sand + water,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,True
sand + earth,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,False
hurricane + city,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,False
glasses + sun,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,True
metal + house,1,0,1,6,2,4,17,0,25,25,0:100,0.0,1.0,False
sun + sun,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
metal + ocean,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
electricity + electricity,1,0,1,17,9,8,6,0,12,12,0:100,0.0,0.47,False
electricity + house,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
electricity + metal,1,0,1,17,9,8,6,0,12,12,0:100,0.0,0.47,True
electricity + glass,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,True
energy + glass,1,1,0,11,5,6,9,20,0,20,100:0,inf,0.45,False
metal + explosion,1,0,1,9,6,3,11,0,33,33,0:100,0.0,0.33,True
metal + bullet,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,True
gun + grenade,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
gun + bullet,1,0,1,7,6,1,14,0,100,100,0:100,0.0,0.14,False
grenade + grenade,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
grenade + metal,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
grenade + explosion,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
metal + brick,1,0,1,13,7,6,8,0,17,17,0:100,0.0,0.46,False
house + glass,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
glass + sand,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,True
hourglass + day,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
hourglass + hourglass,1,0,1,3,2,1,33,0,100,100,0:100,0.0,0.33,False
glass + sun,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
atmosphere + stone,1,1,0,10,7,3,10,14,0,14,100:0,inf,1.0,False
gun + water,1,1,0,7,6,1,14,17,0,17,100:0,inf,1.0,True
gun + fire,1,1,0,7,6,1,14,17,0,17,100:0,inf,1.0,True
gun + gun,1,0,1,7,6,1,14,0,100,100,0:100,0.0,0.14,False
gun + earth,1,1,0,7,6,1,14,17,0,17,100:0,inf,1.0,False
gun + air,1,1,0,7,6,1,14,17,0,17,100:0,inf,1.0,False
bullet + bullet,1,0,1,9,6,3,11,0,33,33,0:100,0.0,0.33,False
bullet + fire,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
metal + glass,1,0,1,6,3,3,17,0,33,33,0:100,0.0,1.0,True
wall + metal,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
wire + wire,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
metal + wire,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
fire + flamethrower,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
sunglasses + sunglasses,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
sunglasses + glasses,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
fire + blade,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
blade + bullet,1,0,1,5,3,2,20,0,50,50,0:100,0.0,0.4,False
blade + scissors,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
stone + obsidian,1,0,1,34,20,14,3,0,7,7,0:100,0.0,0.41,False
brick + blade,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
flamethrower + blade,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
blade + water,1,1,0,13,6,7,8,17,0,17,100:0,inf,0.46,False
blade + energy,1,0,1,11,4,7,9,0,14,14,0:100,0.0,1.0,False
blade + electricity,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,True
blender + blade,1,1,0,5,1,4,20,100,0,100,100:0,inf,0.2,False
blender + bullet,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
blender + fire,1,1,0,5,1,4,20,100,0,100,100:0,inf,0.2,False
gun + blender,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
scissors + grass,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
scissors + garden,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
blender + wire,1,1,0,4,1,3,25,100,0,100,100:0,inf,0.25,False
gunpowder + rain,1,0,1,58,42,16,2,0,6,6,0:100,0.0,0.28,False
mud + cloud,1,0,1,56,40,16,2,0,6,6,0:100,0.0,0.29,False
volcano + explosion,1,0,1,22,16,6,5,0,17,17,0:100,0.0,0.27,False
sky + explosion,1,1,0,11,9,2,9,11,0,11,100:0,inf,1.0,True
fireworks + fire,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
fireworks + dust,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
fireworks + gunpowder,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
steam + fireworks,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
fireworks + explosion,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
air + fireworks,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
gunpowder + mud,1,1,0,54,41,13,2,2,0,2,100:0,inf,1.0,False
fireworks + water,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
earth + fireworks,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
cloud + fireworks,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
geyser + fireworks,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
fireworks + lava,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
pressure + lava,1,1,0,55,36,19,2,3,0,3,100:0,inf,1.0,True
fire + granite,1,0,1,11,7,4,9,0,25,25,0:100,0.0,0.36,False
sea + rain,1,0,1,54,35,19,2,0,5,5,0:100,0.0,0.35,False
plant + fire,1,0,1,69,39,30,1,0,3,3,0:100,0.0,0.43,True
tobacco + earth,1,0,1,41,19,22,2,0,5,5,0:100,0.0,1.0,False
tobacco + garden,1,1,0,17,8,9,6,12,0,12,100:0,inf,0.47,False
atomic bomb + algae,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
atomic bomb + air,1,0,1,21,13,8,5,0,12,12,0:100,0.0,0.38,False
atomic bomb + metal,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
stone + metal,1,0,1,31,19,12,3,0,8,8,0:100,0.0,0.39,True
atomic bomb + blade,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
plant + algae,1,1,0,45,26,19,2,4,0,4,100:0,inf,1.0,False
energy + garden,1,0,1,23,14,9,4,0,11,11,0:100,0.0,0.39,False
steam + blade,1,1,0,12,5,7,8,20,0,20,100:0,inf,0.42,False
metal + blade,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,True
fire + sword,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
lava + sword,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
water + sword,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
stone + sword,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,True
sword + excalibur,1,1,0,5,1,4,20,100,0,100,100:0,inf,0.2,False
earth + sword,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
explosion + sword,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
grass + explosion,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
blade + volcano,1,1,0,6,3,3,17,33,0,33,100:0,inf,1.0,False
sword + volcano,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
energy + excalibur,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
metal + sword,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
plant + volcano,1,0,1,38,22,16,3,0,6,6,0:100,0.0,0.42,False
explosion + brick,1,1,0,15,11,4,7,9,0,9,100:0,inf,1.0,False
obsidian + algae,1,0,1,27,16,11,4,0,9,9,0:100,0.0,0.41,False
dust + tobacco,1,0,1,29,15,14,3,0,7,7,0:100,0.0,0.48,False
tobacco + rain,1,0,1,41,19,22,2,0,5,5,0:100,0.0,1.0,False
algae + wind,1,0,1,23,9,14,4,0,7,7,0:100,0.0,1.0,False
algae + brick,1,0,1,22,11,11,5,0,9,9,0:100,0.0,1.0,False
energy + tobacco,1,0,1,33,14,19,3,0,5,5,0:100,0.0,1.0,False
village + wall,1,0,1,22,15,7,5,0,14,14,0:100,0.0,0.32,False
plant + wind,1,0,1,37,17,20,3,0,5,5,0:100,0.0,1.0,False
wind + wall,1,0,1,17,10,7,6,0,14,14,0:100,0.0,0.41,False
energy + wall,1,1,0,25,15,10,4,7,0,7,100:0,inf,1.0,False
earthquake + wall,1,1,0,15,8,7,7,12,0,12,100:0,inf,1.0,False
village + house,1,0,1,22,15,7,5,0,14,14,0:100,0.0,0.32,False
house + pressure,1,1,0,23,15,8,4,7,0,7,100:0,inf,1.0,False
city + pressure,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
pressure + village,1,1,0,22,15,7,5,7,0,7,100:0,inf,1.0,False
sea + brick,1,1,0,30,17,13,3,6,0,6,100:0,inf,1.0,False
dust + sea,1,0,1,50,33,17,2,0,6,6,0:100,0.0,0.34,False
gunpowder + geyser,1,1,0,24,18,6,4,6,0,6,100:0,inf,1.0,False
tobacco + tobacco,1,0,1,41,19,22,2,0,5,5,0:100,0.0,1.0,False
algae + dust,1,0,1,33,18,15,3,0,7,7,0:100,0.0,0.45,False
algae + volcano,1,0,1,31,17,14,3,0,7,7,0:100,0.0,0.45,False
volcano + plant,1,1,0,38,22,16,3,5,0,5,100:0,inf,1.0,False
algae + geyser,1,0,1,16,9,7,6,0,14,14,0:100,0.0,0.44,False
algae + tobacco,1,0,1,27,13,14,4,0,7,7,0:100,0.0,1.0,False
tobacco + lava,1,0,1,35,19,16,3,0,6,6,0:100,0.0,0.46,False
earthquake + algae,1,1,0,23,12,11,4,8,0,8,100:0,inf,1.0,False
wind + tobacco,1,0,1,23,8,15,4,0,7,7,0:100,0.0,1.0,False
dust + plant,1,0,1,47,27,20,2,0,5,5,0:100,0.0,0.43,False
tobacco + mud,1,0,1,36,16,20,3,0,5,5,0:100,0.0,1.0,False
plant + mud,1,0,1,56,32,24,2,0,4,4,0:100,0.0,0.43,True
earth + life,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,True
life + human,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
algae + human,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
energy + life,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
energy + human,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,True
swamp + human,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
human + rain,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,True
energy + cold,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
human + cold,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
volcano + human,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
hurricane + human,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
cold + wizard,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
earthquake + cold,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
human + wizard,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
cold + swamp,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
human + geyser,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
dust + cold,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
human + fire,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,True
fireman + cold,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
energy + wizard,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
fireman + human,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
fireman + geyser,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
fireman + fire,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
wizard + life,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
human + gunpowder,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
cold + life,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
cold + earth,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
explosion + human,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
wind + wizard,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
atomic bomb + human,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
life + atomic bomb,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
algae + explosion,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
fireman + energy,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
atomic bomb + cold,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
life + fireman,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
fireman + earthquake,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
atomic bomb + fireman,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
atomic bomb + wizard,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
swamp + tobacco,1,0,1,17,8,9,6,0,11,11,0:100,0.0,1.0,False
mountain + rain,1,1,0,23,19,4,4,5,0,5,100:0,inf,1.0,True
river + mountain,1,1,0,16,14,2,6,7,0,7,100:0,inf,1.0,True
waterfall + geyser,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
wizard + fireman,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
waterfall + mountain,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
cold + mountain,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
mountain + tobacco,1,1,0,6,3,3,17,33,0,33,100:0,inf,1.0,False
mountain + plant,1,0,1,14,10,4,7,0,25,25,0:100,0.0,0.29,False
human + earthquake,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
earth + atomic bomb,1,0,1,21,13,8,5,0,12,12,0:100,0.0,0.38,False
fireman + waterfall,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
atomic bomb + atomic bomb,1,0,1,21,13,8,5,0,12,12,0:100,0.0,0.38,False
waterfall + atomic bomb,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
waterfall + river,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
mountain + human,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
water + life,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,True
fireman + explosion,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
atomic bomb + plankton,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
fireman + swamp,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
human + plankton,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
plankton + mountain,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
mountain + life,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
plankton + plant,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
earthquake + life,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
earthquake + sea,1,0,1,34,22,12,3,0,8,8,0:100,0.0,0.35,True
wizard + waterfall,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
tsunami + sea,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
sea + gunpowder,1,1,0,26,19,7,4,5,0,5,100:0,inf,1.0,False
plankton + ocean,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
tsunami + volcano,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
tsunami + fire,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
mountain + tsunami,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
tsunami + water,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
river + geyser,1,1,0,6,5,1,17,20,0,20,100:0,inf,1.0,False
tsunami + algae,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
life + hurricane,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
algae + atomic bomb,1,1,0,7,3,4,14,33,0,33,100:0,inf,0.43,False
life + plankton,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
plankton + swamp,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
plankton + tobacco,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
swamp + sea,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
plankton + plankton,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
cold + cold,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
explosion + explosion,1,0,1,33,24,9,3,0,11,11,0:100,0.0,0.27,False
fireman + fireman,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
human + human,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,True
life + life,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
love + love,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
ash + obsidian,1,0,1,21,14,7,5,0,14,14,0:100,0.0,0.33,False
ash + dust,1,0,1,24,17,7,4,0,14,14,0:100,0.0,0.29,False
water + ash,1,0,1,30,21,9,3,0,11,11,0:100,0.0,0.3,False
brick + ash,1,0,1,16,11,5,6,0,20,20,0:100,0.0,0.31,False
brick + stone,1,0,1,27,15,12,4,0,8,8,0:100,0.0,0.44,False
sea + lava,1,0,1,54,35,19,2,0,5,5,0:100,0.0,0.35,False
explosion + fire,1,0,1,33,24,9,3,0,11,11,0:100,0.0,0.27,False
city + explosion,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
explosion + water,1,0,1,33,24,9,3,0,11,11,0:100,0.0,0.27,False
explosion + ocean,1,1,0,12,8,4,8,12,0,12,100:0,inf,1.0,False
pressure + sky,1,1,0,20,13,7,5,8,0,8,100:0,inf,1.0,True
wall + house,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
ocean + atmosphere,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
brick + atmosphere,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
obsidian + atmosphere,1,0,1,15,9,6,7,0,17,17,0:100,0.0,0.4,False
gunpowder + house,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
explosion + house,1,0,1,7,4,3,14,0,33,33,0:100,0.0,0.43,False
fire + isle,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
atmosphere + archipelago,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
isle + village,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
village + gunpowder,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
isle + wall,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,False
archipelago + explosion,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
volcano + ocean,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,True
isle + pressure,1,0,1,10,5,5,10,0,20,20,0:100,0.0,1.0,False
isle + lava,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
archipelago + ocean,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
volcano + archipelago,1,1,0,9,4,5,11,25,0,25,100:0,inf,0.44,False
flood + isle,1,1,0,7,3,4,14,33,0,33,100:0,inf,0.43,False
geyser + sea,1,1,0,25,13,12,4,8,0,8,100:0,inf,1.0,False
hurricane + sea,1,1,0,22,13,9,5,8,0,8,100:0,inf,1.0,False
obsidian + sea,1,0,1,38,24,14,3,0,7,7,0:100,0.0,0.37,False
wind + storm,1,0,1,16,7,9,6,0,11,11,0:100,0.0,1.0,False
storm + lava,1,0,1,21,15,6,5,0,17,17,0:100,0.0,0.29,False
ocean + energy,1,0,1,35,22,13,3,0,8,8,0:100,0.0,0.37,False
cloud + ocean,1,1,0,16,11,5,6,9,0,9,100:0,inf,1.0,False
wall + ocean,1,1,0,20,12,8,5,8,0,8,100:0,inf,1.0,False
city + village,1,1,0,21,14,7,5,7,0,7,100:0,inf,1.0,False
granite + city,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
dust + steam,1,0,1,113,79,34,1,0,3,3,0:100,0.0,0.3,False
energy + mountain,1,1,0,28,23,5,4,4,0,4,100:0,inf,1.0,False
fire + mountain,1,0,1,28,23,5,4,0,20,20,0:100,0.0,0.18,True
obsidian + river,1,1,0,9,8,1,11,12,0,12,100:0,inf,1.0,False
earthquake + wind,1,0,1,49,27,22,2,0,5,5,0:100,0.0,0.45,False
fire + wall,1,0,1,28,17,11,4,0,9,9,0:100,0.0,0.39,False
wall + river,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,True
energy + dam,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
air + dam,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
volcano + river,1,1,0,13,11,2,8,9,0,9,100:0,inf,1.0,False
river + dam,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,True
lake + energy,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
lake + fire,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
lake + lava,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
lake + mountain,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
dam + lake,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
hurricane + salt,1,1,0,14,8,6,7,12,0,12,100:0,inf,1.0,False
